,state,joint_action
86235,"Players: ((5, 2) facing (0, -1) holding None, (3, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86236,"Players: ((5, 2) facing (0, -1) holding None, (3, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86237,"Players: ((5, 2) facing (0, -1) holding None, (3, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 3]
86238,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (2, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[3 4]
86239,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (2, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86240,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 3]
86241,"Players: ((5, 2) facing (-1, 0) holding None, (1, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86242,"Players: ((5, 2) facing (-1, 0) holding None, (1, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[0 4]
86243,"Players: ((5, 2) facing (0, -1) holding None, (1, 2) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
86244,"Players: ((5, 2) facing (0, -1) holding None, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 0]
86245,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86246,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[3 3]
86247,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86248,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 4]
86249,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86250,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	2], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 5]
86251,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	3], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86252,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	4], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
86253,"Players: ((5, 2) facing (-1, 0) holding None, (1, 2) facing (0, 1) holding onion@(1, 2)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	5], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[1 1]
86254,"Players: ((5, 3) facing (0, 1) holding None, (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	6], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86255,"Players: ((5, 3) facing (0, 1) holding None, (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	7], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
86256,"Players: ((5, 3) facing (0, 1) holding None, (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	8], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 1]
86257,"Players: ((5, 3) facing (0, 1) holding dish@(5, 3), (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	9], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[0 4]
86258,"Players: ((5, 2) facing (0, -1) holding dish@(5, 2), (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	10], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
86259,"Players: ((5, 2) facing (0, -1) holding dish@(5, 2), (2, 3) facing (1, 0) holding onion@(2, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	11], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
86260,"Players: ((5, 2) facing (0, -1) holding dish@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	12], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86261,"Players: ((5, 2) facing (0, -1) holding dish@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	13], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[3 2]
86262,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	14], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
86263,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	15], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86264,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	16], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 5]
86265,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	17], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86266,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	18], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86267,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	19], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86268,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (2, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86269,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (2, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86270,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86271,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86272,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
86273,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86274,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
86275,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 2) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86276,"Players: ((5, 2) facing (-1, 0) holding dish@(5, 2), (1, 2) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 0]
86277,"Players: ((5, 2) facing (-1, 0) holding {øøø✓, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
86278,"Players: ((5, 2) facing (-1, 0) holding {øøø✓, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[2 4]
86279,"Players: ((6, 2) facing (1, 0) holding {øøø✓, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[2 0]
86280,"Players: ((7, 2) facing (1, 0) holding {øøø✓, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86281,"Players: ((7, 2) facing (1, 0) holding {øøø✓, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[0 3]
86282,"Players: ((7, 1) facing (0, -1) holding {øøø✓, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86283,"Players: ((7, 1) facing (0, -1) holding {øøø✓, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
86284,"Players: ((7, 1) facing (0, -1) holding {øøø✓, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 5]
86285,"Players: ((7, 1) facing (0, -1) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[2 5]
86286,"Players: ((7, 1) facing (1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1, soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
