,state,joint_action
25331,"Players: ((5, 2) facing (0, -1) holding None, (2, 3) facing (1, 0) holding onion@(2, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25332,"Players: ((5, 2) facing (0, -1) holding None, (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25333,"Players: ((5, 2) facing (0, -1) holding None, (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25334,"Players: ((5, 2) facing (0, -1) holding None, (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25335,"Players: ((5, 2) facing (0, -1) holding None, (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 4]
25336,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 5]
25337,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25338,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25339,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 3]
25340,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (2, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25341,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (2, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25342,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25343,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25344,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25345,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25346,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25347,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25348,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25349,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[3 0]
25350,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25351,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25352,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 4]
25353,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 5]
25354,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25355,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[0 4]
25356,"Players: ((5, 2) facing (0, -1) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
25357,"Players: ((5, 2) facing (0, -1) holding None, (1, 2) facing (0, 1) holding onion@(1, 2)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
25358,"Players: ((5, 2) facing (0, -1) holding None, (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
25359,"Players: ((5, 2) facing (0, -1) holding None, (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 1]
25360,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 1]
25361,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (1, 3) facing (0, 1) holding onion@(1, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25362,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (2, 3) facing (1, 0) holding onion@(2, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 2]
25363,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25364,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25365,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 2]
25366,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 5]
25367,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25368,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25369,"Players: ((5, 2) facing (0, -1) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[3 4]
25370,"Players: ((5, 2) facing (-1, 0) holding onion@(5, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2)]
Cooking Tick:	-1, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[5 3]
25371,"Players: ((5, 2) facing (-1, 0) holding None, (2, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	1, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25372,"Players: ((5, 2) facing (-1, 0) holding None, (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	2, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25373,"Players: ((5, 2) facing (-1, 0) holding None, (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	3, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 3]
25374,"Players: ((5, 2) facing (-1, 0) holding None, (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	4, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 4]
25375,"Players: ((5, 2) facing (-1, 0) holding None, (1, 3) facing (-1, 0) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	5, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25376,"Players: ((5, 2) facing (-1, 0) holding None, (1, 2) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	6, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25377,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	7, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
25378,"Players: ((5, 2) facing (-1, 0) holding None, (1, 1) facing (0, -1) holding None), Objects: [soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	8, soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",[4 0]
